transaction_date,operator_name,transaction_type,transaction_amount,customer_age,customer_gender,customer_location,service_plan,data_usage_(mb),call_duration_(min),sms_sent,internet_package,transaction_status
2010-10-23 22:05:30,9mobile,Data Purchase,16603.0,65.0,other,Bauchi,Prepaid,4806.66,266.77,8.0,Daily,Completed
2023-09-22 10:09:56,MTN,Airtime Purchase,6418.0,38.0,female,Minna,Prepaid,2557.16,275.2,35.0,Daily,Completed
2023-08-19 21:47:07,Glo,Airtime Purchase,10207.6,61.0,male,Jos,Postpaid,296.8,63.0,44.0,Monthly,Pending
2004-11-23 19:56:05,Airtel,Bill Payment,4007.7,41.0,female,Kaduna,Postpaid,3907.0,56.51,56.0,Daily,Completed
2024-03-23 11:31:22,Airtel,Data Purchase,19805.7,54.0,male,Jalingo,Postpaid,1641.0,293.0,41.0,Weekly,Failed
2024-04-19 09:50:04,Airtel,Airtime Purchase,15118.54,34.0,other,Jalingo,Prepaid,4807.0,4.8,36.0,Monthly,Failed
2023-11-12 23:28:24,Airtel,Bill Payment,13504.0,38.0,male,Kaduna,Postpaid,3544.0,104.04,51.0,Daily,Completed
2024-07-09 09:16:56,9mobile,Airtime Purchase,4684.33,66.0,other,Oyo,Postpaid,2881.49,147.2,26.0,Daily,Pending
2023-08-16 02:39:18,MTN,Data Purchase,2559.2,60.0,other,Ibadan,Prepaid,18.0,152.93,20.0,Daily,Completed
2023-10-01 22:37:24,9mobile,Data Purchase,5578.9,22.0,other,Ilorin,Prepaid,679.8,277.61,6.0,Monthly,Pending
2023-10-22 17:59:13,Airtel,Data Purchase,8583.91,35.0,male,Asaba,Postpaid,2160.46,198.24,51.0,Daily,Completed
2006-10-08 01:04:12,Airtel,Airtime Purchase,17236.19,61.0,male,Owerri,Postpaid,362.13,71.18,73.0,Monthly,Failed
2023-09-29 22:39:35,Airtel,Airtime Purchase,2542.32,54.0,other,Maiduguri,Prepaid,586.0,234.5,54.0,Daily,Failed
2023-12-21 21:25:13,MTN,Data Purchase,18373.0,65.0,female,Ibadan,Postpaid,406.13,177.5,21.0,Daily,Pending
1981-10-16 23:48:12,Glo,Data Purchase,3872.0,63.0,other,Ibadan,Postpaid,2290.38,161.0,69.0,Monthly,Pending
2024-07-26 09:15:40,Glo,Data Purchase,1845.0,61.0,female,Asaba,Postpaid,4164.51,134.75,74.0,Monthly,Completed
2024-06-10 15:31:50,MTN,Bill Payment,18079.0,51.0,female,Minna,Postpaid,3554.96,43.08,79.0,Weekly,Completed
2024-05-01 07:15:43,Glo,Bill Payment,8142.7,28.0,other,Jos,Prepaid,3216.13,175.51,53.0,Daily,Pending
2023-08-17 17:06:52,MTN,Data Purchase,2064.0,55.0,male,Gombe,Prepaid,4390.0,33.44,40.0,Daily,Pending
2024-06-07 08:50:25,9mobile,Data Purchase,12148.0,41.0,other,Enugu,Prepaid,3919.58,44.2,80.0,Monthly,Failed
2023-12-03 11:11:02,9mobile,Bill Payment,17488.87,66.0,male,Gombe,Prepaid,4766.64,150.2,26.0,Monthly,Failed
2023-09-10 17:32:20,9mobile,Bill Payment,15067.0,33.0,male,Uyo,Postpaid,2460.65,255.78,40.0,Weekly,Failed
2023-08-28 17:23:25,MTN,Data Purchase,18998.6,29.0,male,Aba,Postpaid,2903.0,156.0,63.0,Daily,Failed
2024-05-14 14:54:28,Airtel,Data Purchase,5118.82,67.0,female,Onitsha,Postpaid,2558.7,82.27,14.0,Daily,Failed
1988-02-17 12:13:10,Glo,Bill Payment,18914.21,49.0,female,Ibadan,Postpaid,2283.6,220.0,9.0,Daily,Completed
2023-09-07 19:53:40,9mobile,Bill Payment,8256.0,22.0,male,Akure,Prepaid,1217.6,244.0,1.0,Weekly,Completed
2023-12-17 16:37:46,Glo,Airtime Purchase,6430.0,54.0,female,Warri,Postpaid,962.58,190.38,33.0,Daily,Failed
2019-12-03 09:43:57,Glo,Data Purchase,15852.7,55.0,female,Port Harcourt,Prepaid,3315.06,253.8,98.0,Monthly,Failed
2005-11-08 03:37:44,Glo,Data Purchase,6460.6,23.0,male,Lagos,Postpaid,18.72,15.3,69.0,Weekly,Completed
2023-09-26 12:58:41,Airtel,Airtime Purchase,9048.5,35.0,male,Bauchi,Prepaid,2630.54,47.8,67.0,Daily,Completed
1996-04-05 20:47:22,MTN,Airtime Purchase,3349.4,36.0,female,Lagos,Postpaid,2667.0,39.0,18.0,Monthly,Failed
2023-09-07 02:58:26,Glo,Airtime Purchase,12332.0,39.0,female,Asaba,Prepaid,2568.78,108.37,34.0,Monthly,Failed
2023-08-10 03:43:45,9mobile,Bill Payment,1591.55,47.0,female,Kaduna,Prepaid,1001.5,248.73,79.0,Daily,Completed
1982-05-09 00:18:28,Glo,Bill Payment,19534.0,50.0,male,Lagos,Postpaid,3289.73,47.8,84.0,Weekly,Failed
2023-08-18 11:13:59,9mobile,Data Purchase,12024.14,21.0,female,Akure,Prepaid,430.74,14.29,2.0,Weekly,Completed
2024-07-23 14:31:20,9mobile,Airtime Purchase,4029.03,66.0,other,Ilorin,Postpaid,1462.86,61.06,82.0,Weekly,Failed
2024-03-12 17:43:36,Airtel,Data Purchase,6518.01,46.0,female,Ibadan,Postpaid,25.4,84.82,36.0,Daily,Pending
2023-08-11 06:41:02,MTN,Bill Payment,14289.88,67.0,male,Port Harcourt,Postpaid,4178.0,287.0,10.0,Daily,Pending
2024-04-02 20:43:54,Glo,Data Purchase,5119.01,57.0,female,Benin City,Postpaid,1177.07,148.39,50.0,Daily,Failed
2023-11-18 02:35:23,MTN,Airtime Purchase,8561.52,50.0,male,Aba,Postpaid,1627.57,31.1,82.0,Monthly,Completed
2023-08-29 14:31:21,9mobile,Airtime Purchase,14646.63,68.0,female,Ilorin,Postpaid,4136.82,32.38,40.0,Daily,Pending
2024-04-28 04:45:44,9mobile,Data Purchase,2671.0,46.0,male,Calabar,Prepaid,1068.0,13.08,29.0,Daily,Pending
2024-07-02 03:09:43,9mobile,Data Purchase,2954.89,27.0,female,Makurdi,Prepaid,3436.0,4.8,39.0,Monthly,Pending
2023-12-15 03:20:59,MTN,Bill Payment,3201.3,70.0,female,Calabar,Prepaid,1411.13,8.3,14.0,Daily,Pending
2015-02-14 10:39:59,MTN,Airtime Purchase,3262.6,24.0,other,Jalingo,Prepaid,182.88,99.27,66.0,Monthly,Failed
1973-10-15 21:03:17,9mobile,Data Purchase,18092.0,53.0,female,Jos,Prepaid,2712.64,167.3,39.0,Monthly,Completed
2007-10-03 10:59:20,9mobile,Bill Payment,19173.18,69.0,female,Lagos,Postpaid,4219.0,74.0,25.0,Monthly,Failed
2000-11-14 14:45:08,MTN,Data Purchase,17724.39,31.0,other,Onitsha,Postpaid,2038.89,67.7,34.0,Daily,Completed
2014-09-11 05:21:33,9mobile,Bill Payment,8413.43,52.0,female,Zaria,Prepaid,4187.04,47.46,2.0,Daily,Completed
2023-11-01 06:08:30,9mobile,Data Purchase,8821.0,44.0,male,Calabar,Postpaid,4888.7,229.15,1.0,Daily,Completed
2023-11-01 07:16:02,9mobile,Airtime Purchase,19423.0,29.0,male,Uyo,Prepaid,2246.3,277.71,0.0,Monthly,Failed
2023-09-13 10:31:44,MTN,Data Purchase,8821.29,45.0,male,Lagos,Prepaid,410.0,19.49,39.0,Monthly,Pending
1983-12-24 07:51:38,MTN,Bill Payment,18881.0,54.0,other,Gombe,Postpaid,1235.15,96.0,69.0,Monthly,Failed
2024-04-12 07:38:13,9mobile,Airtime Purchase,15072.4,48.0,female,Ilorin,Prepaid,4726.22,94.0,51.0,Daily,Failed
1981-06-11 04:50:10,MTN,Data Purchase,3176.8,67.0,female,Oyo,Postpaid,4112.0,211.0,6.0,Monthly,Completed
2024-02-25 18:24:57,Glo,Data Purchase,11073.0,34.0,female,Oyo,Prepaid,3068.11,64.4,98.0,Daily,Failed
2023-12-14 01:04:21,MTN,Data Purchase,5458.53,49.0,other,Gombe,Postpaid,1995.7,216.3,77.0,Weekly,Failed
2024-06-16 15:03:04,9mobile,Bill Payment,1169.44,30.0,male,Awka,Prepaid,518.28,71.03,73.0,Weekly,Completed
2023-08-29 13:53:32,Glo,Airtime Purchase,5360.16,21.0,male,Awka,Postpaid,1512.7,10.0,99.0,Weekly,Completed
2024-05-22 04:10:55,Airtel,Bill Payment,16678.2,57.0,female,Zaria,Prepaid,552.0,269.94,63.0,Daily,Failed
2013-09-18 15:26:36,Glo,Airtime Purchase,16148.39,49.0,other,Minna,Prepaid,2701.9,284.47,27.0,Monthly,Pending
2023-09-10 13:03:22,9mobile,Airtime Purchase,18545.21,56.0,male,Osogbo,Prepaid,233.93,284.0,40.0,Monthly,Completed
2023-10-12 03:14:20,MTN,Airtime Purchase,8641.33,46.0,female,Zaria,Prepaid,1471.0,59.0,61.0,Monthly,Pending
2024-02-07 07:48:19,MTN,Airtime Purchase,1257.48,70.0,male,Awka,Prepaid,93.4,229.43,29.0,Weekly,Pending
1971-10-31 01:03:43,Glo,Airtime Purchase,11830.5,65.0,other,Benin City,Prepaid,599.43,233.09,49.0,Weekly,Completed
2024-03-29 19:18:51,9mobile,Bill Payment,5325.5,43.0,male,Kaduna,Prepaid,3520.0,190.0,6.0,Daily,Completed
2024-03-21 17:16:57,9mobile,Bill Payment,13449.9,64.0,male,Ilorin,Postpaid,458.13,249.9,8.0,Monthly,Pending
2023-10-18 01:50:42,Airtel,Airtime Purchase,7376.11,68.0,male,Abuja,Prepaid,678.68,109.0,97.0,Daily,Completed
2019-12-24 14:32:37,9mobile,Airtime Purchase,11353.0,58.0,female,Asaba,Prepaid,817.22,41.4,59.0,Monthly,Pending
2024-02-08 13:11:09,MTN,Bill Payment,3125.0,24.0,male,Awka,Prepaid,4559.4,102.58,76.0,Weekly,Pending
2023-12-22 07:35:43,Airtel,Data Purchase,13678.06,19.0,female,Akure,Prepaid,4585.86,122.18,75.0,Daily,Failed
2023-11-10 11:49:12,9mobile,Data Purchase,12326.21,64.0,other,Ibadan,Prepaid,3143.24,17.0,56.0,Weekly,Completed
2024-06-13 08:30:43,9mobile,Bill Payment,11805.17,29.0,female,Abuja,Postpaid,2659.41,84.73,58.0,Daily,Completed
2023-12-13 05:26:16,MTN,Airtime Purchase,1973.9,59.0,other,Zaria,Postpaid,4729.96,22.24,85.0,Daily,Failed
2019-11-24 22:18:47,Airtel,Bill Payment,4943.73,22.0,other,Sokoto,Prepaid,4651.4,213.27,90.0,Monthly,Failed
2023-10-17 23:42:10,Glo,Airtime Purchase,2504.05,23.0,other,Makurdi,Prepaid,2794.31,184.0,20.0,Weekly,Completed
2023-09-19 19:37:35,Airtel,Bill Payment,17276.3,59.0,female,Benin City,Postpaid,2175.1,284.64,20.0,Daily,Failed
2023-11-19 20:15:23,9mobile,Airtime Purchase,608.85,38.0,female,Benin City,Prepaid,2180.2,238.56,78.0,Monthly,Completed
2023-10-17 09:00:49,MTN,Data Purchase,3449.0,39.0,male,Warri,Postpaid,1594.0,231.52,15.0,Monthly,Failed
2004-10-06 04:05:01,Airtel,Data Purchase,2916.54,38.0,male,Asaba,Postpaid,4878.4,216.3,38.0,Monthly,Completed
2024-06-19 15:32:30,Glo,Bill Payment,18980.1,34.0,female,Ilorin,Prepaid,4417.66,254.0,96.0,Daily,Failed
2018-02-25 11:39:12,Airtel,Bill Payment,18397.83,51.0,other,Awka,Prepaid,871.0,194.84,75.0,Monthly,Pending
2024-03-07 00:17:13,MTN,Airtime Purchase,15879.71,57.0,male,Jos,Postpaid,3528.89,248.0,48.0,Monthly,Completed
2024-01-03 01:07:45,Airtel,Data Purchase,8210.46,26.0,female,Ilorin,Prepaid,3240.5,163.67,42.0,Monthly,Failed
2023-10-10 22:18:19,MTN,Bill Payment,7140.1,42.0,other,Asaba,Postpaid,3131.36,17.0,55.0,Daily,Pending
2023-11-17 23:02:19,9mobile,Bill Payment,7997.0,35.0,male,Jos,Prepaid,3019.24,234.7,52.0,Daily,Failed
2023-09-15 23:48:25,MTN,Data Purchase,12639.8,53.0,female,Sokoto,Postpaid,2874.25,173.66,30.0,Monthly,Completed
1989-08-21 17:31:15,Airtel,Bill Payment,6172.6,68.0,female,Uyo,Postpaid,80.0,184.34,15.0,Weekly,Failed
2011-05-11 01:54:47,9mobile,Data Purchase,4368.31,55.0,male,Zaria,Prepaid,1132.2,178.97,100.0,Daily,Pending
2023-08-27 02:11:39,Airtel,Airtime Purchase,18794.17,58.0,female,Aba,Postpaid,3423.91,44.0,5.0,Weekly,Pending
2024-07-21 11:59:08,Glo,Data Purchase,5233.67,45.0,male,Kaduna,Prepaid,4416.15,80.69,61.0,Daily,Completed
2024-02-24 15:11:45,Glo,Airtime Purchase,16905.67,39.0,other,Jalingo,Postpaid,4505.0,63.3,93.0,Daily,Failed
2023-09-02 15:17:59,9mobile,Airtime Purchase,4553.56,21.0,female,Osogbo,Prepaid,1087.9,245.65,82.0,Daily,Failed
2023-09-13 18:40:32,9mobile,Airtime Purchase,1240.1,36.0,other,Ilorin,Prepaid,2239.55,154.26,85.0,Monthly,Pending
2024-02-21 12:48:41,MTN,Airtime Purchase,4521.2,61.0,female,Zaria,Prepaid,3147.2,120.69,89.0,Daily,Completed
1977-07-21 04:56:27,9mobile,Bill Payment,19088.4,66.0,male,Maiduguri,Prepaid,4719.2,295.22,37.0,Weekly,Completed
2023-11-22 18:51:32,MTN,Data Purchase,2418.21,67.0,other,Zaria,Prepaid,4693.4,58.55,100.0,Daily,Completed
2024-07-09 11:46:41,9mobile,Bill Payment,5779.0,63.0,other,Benin City,Prepaid,4482.0,148.3,16.0,Monthly,Pending
2023-09-21 02:43:26,Airtel,Bill Payment,1192.6,58.0,other,Ilorin,Prepaid,1168.71,124.0,43.0,Monthly,Completed
2024-04-28 04:49:34,Glo,Airtime Purchase,6262.0,35.0,female,Minna,Prepaid,1790.02,119.0,97.0,Daily,Failed
2024-05-06 03:40:04,MTN,Data Purchase,9182.85,61.0,male,Warri,Postpaid,2507.5,297.57,55.0,Daily,Failed
1982-05-04 10:54:18,MTN,Airtime Purchase,7686.0,50.0,female,Enugu,Postpaid,4638.3,40.39,25.0,Daily,Failed
2023-08-08 06:43:22,MTN,Airtime Purchase,12126.86,37.0,female,Kaduna,Postpaid,1336.23,108.65,82.0,Daily,Failed
2023-11-12 18:36:19,Airtel,Airtime Purchase,1796.3,38.0,female,Aba,Prepaid,478.7,267.03,71.0,Monthly,Pending
2024-03-28 19:36:59,MTN,Data Purchase,4430.1,22.0,other,Abeokuta,Postpaid,332.0,16.32,38.0,Daily,Completed
2024-06-05 22:14:16,MTN,Data Purchase,16271.99,25.0,female,Warri,Postpaid,2046.4,261.0,23.0,Daily,Failed
2024-07-31 09:59:21,Glo,Bill Payment,16252.0,40.0,other,Benin City,Postpaid,977.14,217.0,84.0,Weekly,Completed
2024-01-11 20:57:07,Airtel,Airtime Purchase,8942.06,69.0,male,Akure,Postpaid,4960.03,161.93,45.0,Monthly,Failed
2023-08-23 22:36:26,9mobile,Bill Payment,13448.8,36.0,male,Maiduguri,Prepaid,480.73,208.45,0.0,Monthly,Completed
2023-10-06 12:46:14,Airtel,Airtime Purchase,17164.0,65.0,male,Maiduguri,Prepaid,2849.7,216.24,74.0,Monthly,Failed
2024-07-03 06:18:33,Airtel,Data Purchase,497.65,34.0,male,Oyo,Prepaid,153.18,263.43,89.0,Weekly,Pending
2024-01-16 10:44:03,9mobile,Bill Payment,6647.5,18.0,female,Oyo,Prepaid,2182.0,55.0,30.0,Daily,Failed
2024-03-26 14:46:38,Airtel,Data Purchase,17104.0,63.0,male,Abeokuta,Postpaid,23.37,105.39,17.0,Weekly,Failed
2021-07-20 21:58:47,Glo,Data Purchase,14582.0,22.0,male,Warri,Prepaid,3858.78,194.07,79.0,Monthly,Failed
2023-10-23 00:57:26,Airtel,Airtime Purchase,12839.08,60.0,male,Oyo,Postpaid,4266.0,182.99,67.0,Monthly,Pending
2023-12-26 01:10:13,Glo,Airtime Purchase,15397.26,43.0,female,Minna,Postpaid,2753.98,230.73,65.0,Weekly,Pending
2023-08-11 10:21:53,Glo,Airtime Purchase,12621.3,43.0,male,Asaba,Prepaid,4865.0,170.3,42.0,Monthly,Failed
2023-09-19 07:27:51,9mobile,Airtime Purchase,17825.19,61.0,male,Benin City,Prepaid,4867.1,91.0,28.0,Monthly,Completed
2024-01-25 13:21:49,MTN,Data Purchase,3665.7,40.0,female,Oyo,Prepaid,680.89,11.4,30.0,Weekly,Pending
1985-10-03 23:49:36,Glo,Bill Payment,6140.67,59.0,other,Jalingo,Prepaid,314.87,263.26,9.0,Weekly,Completed
2023-11-07 23:58:06,9mobile,Bill Payment,8310.0,29.0,male,Ibadan,Postpaid,2723.0,102.06,22.0,Monthly,Pending
2024-03-20 22:50:55,Glo,Bill Payment,7843.0,60.0,male,Akure,Postpaid,4742.1,295.1,61.0,Daily,Pending
2023-11-09 17:22:29,Glo,Bill Payment,6586.0,30.0,male,Ibadan,Postpaid,2985.52,12.71,81.0,Weekly,Pending
2023-09-16 09:30:42,Airtel,Airtime Purchase,13023.0,57.0,female,Oyo,Postpaid,4521.0,259.0,59.0,Monthly,Pending
2024-03-29 00:19:04,MTN,Airtime Purchase,8488.0,38.0,male,Owerri,Postpaid,4170.01,26.4,23.0,Weekly,Failed
2024-02-10 05:41:28,Airtel,Airtime Purchase,13655.3,63.0,female,Awka,Prepaid,3218.99,122.88,5.0,Monthly,Pending
2024-07-13 09:06:00,Glo,Airtime Purchase,907.62,31.0,female,Bauchi,Prepaid,3100.58,52.6,35.0,Weekly,Failed
2024-04-01 09:43:08,Airtel,Bill Payment,6200.4,41.0,male,Ibadan,Prepaid,714.0,200.43,39.0,Daily,Completed
1974-09-26 18:09:41,Glo,Bill Payment,11084.4,59.0,other,Calabar,Postpaid,1231.36,32.39,100.0,Daily,Failed
2023-11-19 08:10:06,MTN,Bill Payment,10714.0,68.0,female,Calabar,Prepaid,4100.0,91.59,85.0,Weekly,Failed
2024-05-06 16:46:36,Glo,Airtime Purchase,9241.0,54.0,other,Abeokuta,Postpaid,3029.9,281.31,46.0,Weekly,Completed
2023-11-27 03:29:53,Airtel,Data Purchase,4111.49,52.0,female,Abeokuta,Prepaid,3016.45,40.65,5.0,Daily,Failed
2024-04-30 15:48:42,Airtel,Bill Payment,1605.94,34.0,male,Akure,Postpaid,2742.0,108.99,59.0,Daily,Pending
1983-11-23 08:09:05,Glo,Airtime Purchase,12160.0,24.0,female,Awka,Postpaid,2397.52,156.61,6.0,Weekly,Failed
2023-09-18 06:07:59,Glo,Airtime Purchase,7192.0,59.0,other,Zaria,Postpaid,4622.21,43.87,54.0,Weekly,Completed
2024-07-24 11:38:46,Glo,Data Purchase,2837.0,33.0,male,Jalingo,Postpaid,3590.71,104.0,41.0,Weekly,Completed
2023-11-08 10:39:41,MTN,Bill Payment,11450.5,28.0,male,Ibadan,Postpaid,2246.01,67.0,66.0,Weekly,Failed
1985-02-16 00:49:30,MTN,Bill Payment,17716.0,39.0,male,Owerri,Postpaid,3864.17,290.3,24.0,Monthly,Completed
1974-01-28 15:25:22,Glo,Bill Payment,12149.83,18.0,other,Jalingo,Postpaid,2046.0,44.01,26.0,Daily,Failed
2024-01-22 18:09:52,Airtel,Airtime Purchase,6211.0,52.0,male,Uyo,Prepaid,151.0,285.19,1.0,Weekly,Pending
2023-08-19 23:39:13,MTN,Bill Payment,1226.74,60.0,male,Onitsha,Postpaid,4175.98,273.03,70.0,Daily,Pending
1993-06-13 23:17:29,Glo,Data Purchase,14961.2,46.0,female,Enugu,Prepaid,879.84,25.6,77.0,Monthly,Failed
2024-04-06 04:01:16,MTN,Airtime Purchase,14267.33,67.0,female,Oyo,Prepaid,1716.65,189.0,35.0,Monthly,Failed
2002-03-31 14:15:10,MTN,Data Purchase,16399.52,51.0,male,Jos,Prepaid,1586.5,213.1,20.0,Weekly,Failed
2023-09-04 12:30:06,MTN,Data Purchase,16408.51,32.0,female,Maiduguri,Postpaid,3934.0,14.09,42.0,Monthly,Failed
2024-02-06 07:07:35,Airtel,Bill Payment,14875.18,48.0,other,Awka,Prepaid,2278.01,71.0,9.0,Monthly,Failed
1989-12-24 09:01:23,Airtel,Airtime Purchase,18089.04,21.0,other,Bauchi,Postpaid,439.68,171.02,42.0,Weekly,Pending
2024-04-05 20:23:39,MTN,Data Purchase,16958.19,23.0,male,Awka,Prepaid,1763.8,42.09,46.0,Weekly,Failed
2024-06-01 09:17:09,Glo,Airtime Purchase,1792.04,18.0,male,Jalingo,Prepaid,817.21,49.28,95.0,Weekly,Completed
2024-06-25 04:02:12,Glo,Data Purchase,2830.53,21.0,female,Jalingo,Prepaid,856.29,269.86,16.0,Monthly,Completed
2024-02-12 13:55:35,Glo,Bill Payment,14419.0,18.0,female,Osogbo,Postpaid,87.0,148.2,90.0,Weekly,Failed
2024-05-19 10:22:44,Glo,Bill Payment,14271.1,53.0,male,Jos,Postpaid,2535.7,217.78,88.0,Weekly,Completed
2024-05-12 18:46:39,9mobile,Airtime Purchase,7693.8,56.0,male,Makurdi,Postpaid,1831.93,95.6,56.0,Monthly,Completed
2024-06-14 21:12:04,Airtel,Airtime Purchase,9623.0,30.0,female,Minna,Prepaid,1826.93,258.0,95.0,Daily,Pending
2016-05-06 01:53:15,MTN,Bill Payment,14708.0,56.0,other,Zaria,Prepaid,4259.14,125.0,100.0,Daily,Failed
1998-12-25 12:51:16,Glo,Data Purchase,12411.31,29.0,female,Calabar,Prepaid,1801.72,96.34,88.0,Monthly,Completed
1980-11-05 17:58:35,Airtel,Bill Payment,9236.57,49.0,other,Jalingo,Prepaid,2427.0,20.71,62.0,Daily,Pending
2024-06-26 03:54:15,Airtel,Data Purchase,4489.9,23.0,female,Warri,Prepaid,4725.25,202.0,17.0,Monthly,Completed
2023-08-24 12:11:01,Glo,Airtime Purchase,14853.0,41.0,female,Warri,Postpaid,1530.2,286.0,65.0,Monthly,Completed
2024-02-07 07:07:26,9mobile,Data Purchase,3812.84,70.0,female,Enugu,Prepaid,3628.0,180.0,4.0,Weekly,Completed
2023-10-21 18:25:40,MTN,Airtime Purchase,8533.25,23.0,male,Owerri,Postpaid,3328.0,215.01,7.0,Daily,Failed
2023-10-31 14:32:59,Airtel,Airtime Purchase,15784.94,48.0,male,Jos,Postpaid,2222.9,33.74,10.0,Weekly,Pending
2024-05-10 16:48:28,9mobile,Data Purchase,2774.0,41.0,female,Lagos,Prepaid,2305.58,255.48,91.0,Monthly,Completed
2017-10-04 11:02:16,9mobile,Bill Payment,5590.01,53.0,male,Gombe,Prepaid,1252.7,153.0,34.0,Weekly,Completed
2024-03-12 11:34:18,MTN,Bill Payment,5488.4,38.0,female,Owerri,Prepaid,2920.7,272.7,74.0,Weekly,Failed
2023-11-20 07:01:59,9mobile,Data Purchase,7945.11,51.0,female,Port Harcourt,Postpaid,904.9,205.34,51.0,Monthly,Pending
2024-03-20 22:44:18,MTN,Airtime Purchase,8697.0,21.0,other,Ibadan,Postpaid,575.0,90.17,78.0,Weekly,Completed
2021-12-24 00:22:33,9mobile,Airtime Purchase,13619.0,52.0,male,Owerri,Postpaid,225.0,47.0,21.0,Daily,Failed
2024-04-09 20:10:49,Airtel,Data Purchase,12341.3,27.0,male,Akure,Postpaid,367.86,244.0,87.0,Monthly,Failed
2024-01-10 23:21:00,9mobile,Bill Payment,18371.89,43.0,male,Sokoto,Postpaid,1707.0,259.1,16.0,Weekly,Pending
2024-05-08 13:33:15,Airtel,Airtime Purchase,14237.4,70.0,male,Owerri,Prepaid,2503.0,200.7,24.0,Daily,Pending
2024-06-06 10:14:31,Airtel,Data Purchase,12830.0,39.0,male,Enugu,Prepaid,1557.4,176.27,83.0,Daily,Pending
2024-02-03 21:08:56,Glo,Bill Payment,19962.67,60.0,male,Abeokuta,Postpaid,1217.0,46.0,82.0,Monthly,Completed
2023-11-16 15:31:05,MTN,Bill Payment,8900.7,30.0,female,Akure,Prepaid,4137.5,111.0,70.0,Weekly,Failed
2024-06-25 07:33:52,9mobile,Bill Payment,9282.0,60.0,male,Ibadan,Prepaid,217.82,186.4,95.0,Daily,Failed
2023-08-14 21:51:11,MTN,Bill Payment,18975.97,55.0,male,Minna,Prepaid,2944.5,262.0,0.0,Monthly,Failed
2024-06-21 13:49:10,MTN,Bill Payment,15835.55,45.0,female,Enugu,Postpaid,1254.87,34.21,35.0,Daily,Pending
2024-07-18 01:03:45,Airtel,Data Purchase,6416.0,60.0,female,Awka,Postpaid,4587.43,13.16,47.0,Monthly,Completed
2024-07-31 06:48:17,Airtel,Data Purchase,13818.0,21.0,male,Jos,Postpaid,2224.4,27.17,74.0,Weekly,Pending
2024-01-05 01:37:28,Airtel,Data Purchase,11779.66,50.0,other,Asaba,Postpaid,2503.15,182.55,15.0,Daily,Pending
2024-03-31 09:36:40,MTN,Data Purchase,17762.8,40.0,female,Kano,Postpaid,588.5,101.0,99.0,Monthly,Pending
1982-02-16 15:22:32,Airtel,Data Purchase,16544.8,51.0,female,Maiduguri,Postpaid,3325.53,58.2,21.0,Monthly,Pending
2023-11-28 21:29:10,MTN,Airtime Purchase,3711.24,28.0,female,Gombe,Prepaid,354.7,279.89,77.0,Monthly,Pending
2024-02-22 09:59:53,Airtel,Data Purchase,6290.19,62.0,female,Osogbo,Postpaid,950.54,32.5,17.0,Daily,Failed
2024-07-01 12:27:47,Airtel,Bill Payment,7190.0,58.0,male,Makurdi,Prepaid,1826.86,202.74,58.0,Monthly,Failed
2023-08-05 10:19:01,Airtel,Bill Payment,18241.35,24.0,other,Uyo,Postpaid,89.47,251.69,56.0,Daily,Failed
2023-09-08 05:24:05,9mobile,Airtime Purchase,16005.4,20.0,other,Jos,Postpaid,3070.16,146.0,87.0,Monthly,Failed
1992-12-29 10:13:57,MTN,Airtime Purchase,11413.1,43.0,female,Minna,Prepaid,2080.0,86.0,18.0,Monthly,Pending
2023-12-06 07:25:37,Airtel,Data Purchase,8775.83,24.0,male,Onitsha,Postpaid,254.0,218.0,37.0,Daily,Completed
2024-01-30 20:08:35,Airtel,Data Purchase,14692.83,28.0,female,Makurdi,Prepaid,2871.0,290.0,23.0,Monthly,Completed
2024-03-04 10:03:02,Glo,Data Purchase,13553.7,43.0,other,Calabar,Postpaid,413.0,135.07,82.0,Weekly,Completed
2023-11-09 01:43:58,9mobile,Bill Payment,11388.84,46.0,male,Benin City,Postpaid,2573.55,132.0,96.0,Weekly,Pending
2023-11-28 16:23:40,Glo,Bill Payment,2234.12,19.0,female,Awka,Prepaid,4043.35,45.81,24.0,Weekly,Failed
2023-11-18 22:15:00,MTN,Data Purchase,1959.0,64.0,male,Abuja,Prepaid,1153.56,25.5,74.0,Daily,Completed
2024-02-12 13:24:44,MTN,Bill Payment,7515.66,47.0,male,Sokoto,Prepaid,2182.0,268.4,90.0,Weekly,Pending
2024-03-26 01:53:53,Airtel,Bill Payment,1398.31,57.0,female,Enugu,Postpaid,4983.74,246.9,95.0,Daily,Failed
2024-01-17 11:45:43,MTN,Bill Payment,7233.6,45.0,male,Zaria,Prepaid,387.0,295.0,82.0,Daily,Completed
2024-04-03 13:15:55,9mobile,Bill Payment,5617.97,66.0,female,Enugu,Postpaid,662.13,169.68,20.0,Daily,Failed
2024-01-02 03:43:29,Airtel,Bill Payment,16895.14,38.0,male,Asaba,Postpaid,1851.1,103.1,19.0,Daily,Completed
2023-11-03 12:47:21,9mobile,Airtime Purchase,2840.9,35.0,male,Bauchi,Prepaid,1130.99,47.0,56.0,Monthly,Completed
2023-08-05 06:33:24,MTN,Data Purchase,1788.0,63.0,other,Akure,Prepaid,690.57,109.9,1.0,Daily,Pending
2024-03-12 02:31:45,MTN,Bill Payment,3861.97,59.0,female,Port Harcourt,Postpaid,2491.23,143.88,91.0,Monthly,Pending
